Date,Title,Text,source
2025-09-18,Bundestag billigt XXL-Schuldenetat – Fast jeder dritte Euro ist auf Pump,"Nach mehrtägiger Debatte hat der Deutsche Bundestag den Haushalt für das laufende Jahr gebilligt. Eine Mehrheit der Abgeordneten stimmte dem entsprechenden Gesetzentwurf der Bundesregierung zu. Der von Bundesfinanzminister Lars Klingbeil (SPD) vorgelegte Etat sieht für 2025 Ausgaben von 502,5 Milliarden Euro vor – rund 25 Milliarden mehr als im Vorjahr.

Geplant ist hierfür im Kernhaushalt eine Nettokreditaufnahme von fast 82 Milliarden Euro. Hinzu kommen Kredite in Milliardenhöhe aus Sondertöpfen für Bundeswehr und Infrastruktur. Insgesamt dürfte die Neuverschuldung damit auf mehr als 140 Milliarden Euro steigen. Dickster Brocken ist der Sozialetat mit 190 Milliarden Euro. (u.a  sog.  Bürgergeld, Rente).",Deutschlandkurier
2025-09-18,Rainer Groß (AfD): „Dieser Haushalt verbaut Deutschland die Zukunft“,"Die schwarz-rote Schuldenorgie ist ein „ungenierter Griff in die Tasche derer, die sich nicht wehren können“, nämlich der künftigen Generationen, rechnet der AfD-Finanzexperte Rainer Groß vor. Wohin der Schritt in den totalen Schuldenstaat führe, könne man am Beispiel Frankreich sehen. „Deutschland hängt mit dieser Schuldenorgie an demselben Fliegenfänger“, warnt Groß und verweist auf den „alternativen Haushalt“ der AfD-Fraktion: „Unser Haushalt ist sehr gut. Nehmen wir den!“",Deutschlandkurier
2025-09-18,Stephan Brandner (AfD): „Unser Land steht in Flammen!“,"„Wir hätten gerne intensiver diskutiert, aber sie wollten ja die Redezeiten verkürzen und langes Wochenende machen.“ Der Parlamentarische Geschäftsführer und Justiziar der AfD-Bundestagsfraktion setzt den sarkastischen Schlusspunkt unter die Debatte über den Bundeshaushalt 2025 und hält dem haushalterischen Vollversagen der „Clanparteien“, die „weitere Sargnägel in unser Deutschland einschlagen“ konnten, den Spiegel vor: „Sie schauen weder links noch rechts, Sie fahren Deutschland an die Wand!“",Deutschlandkurier
2025-09-19,Nach NDR-Sendeverbot: Julia Ruhs fordert Anti-Böhmermann im Öffentlich-Rechtlichen Rundfunk,"Die vom linksgrün-woken Norddeutschen Rundfunk (NDR) mit Sendeverbot belegte mild-konservative Journalistin Julia Ruhs hat einen Anti-Böhmermann bei den Öffentlich-Rechtlichen gefordert!

Bei einem Podiumsgespräch in Kiel sagte sie, wenn es Formate wie „Monitor“ oder „Reschke-Fernsehen“ gebe, müsse es auf der anderen Seite auch so etwas wie das ihr vom NDR entzogene Format „Klar“ geben. Es sei etwas „im Ungleichgewicht“, wenn man sich „übelste Diffamierungen anhören muss und gegen Windmühlen kämpft.“ Zwar würde sie den ZDF-Hetzer Jan Böhmermann nicht verbieten wollen, „aber es muss genauso die Repräsentierung geben von der anderen politischen Seite.“ Im Klartext: Es brauche einen konservativen Anti-Böhmermann im Staatsfunk!

Bürochef von „Grünen“-Chefin schwärzte Ruhs an

Ruhs darf ihre Sendung „Klar“ nach drei Pilotfolgen nicht mehr im NDR moderieren. Auslöser war eine an Hexenverfolgung erinnernde Mobbing-Kampagne von etwa 250 NDR-Linken. Wie jetzt herauskam, war die vergleichsweise konservative Journalistin bereits 2023 vom Ex-Büroleiter der früheren „Grünen“-Vorsitzenden Ricarda Lang denunziert worden.

Ruhs erzählte in Kiel auch von ihren Anfängen als Volontärin beim Bayerischen Rundfunk (BR), wo sie ihr Format „Klar“ bis auf weiteres noch moderieren darf: „Ich habe schon im Volontariat gemerkt, dass ich mit meiner politischen Meinung plötzlich Außenseiterin war. Ich war die Einzige, die gesagt hat: Ich bin Mitte-rechts.“",Deutschlandkurier
2025-09-19,Macheten-Angriff auf AfDler in Nauen (Brandenburg) – Lebensgefahr!,Quelle,Deutschlandkurier
2025-09-19,Nach Trumps „Antifa“-Vorstoß: Wie realistisch ist ein Verbot der Linksterroristen in Deutschland?,"Bereits vor fünf Jahren stellte die AfD-Fraktion im Deutschen Bundestag einen Antrag zum bundesweiten Verbot der sogenannten „Antifa“, die Donald Trump jetzt als Terror-Organisation offiziell verbieten will. Der Antrag damals wurde vom Altparteien-Kartell, das bis in die Führungsspitzen von SPD, „Grünen“ und Linkspartei von Linksextremen durchsetzt ist, abgeschmettert. Die Ankündigung des US-Präsidenten gibt der Verbots-Debatte jetzt auch in Deutschland erneut Auftrieb. Anders als bei der grotesken Diskussion über ein AfD-Verbot muss man nach Gründen für ein „Antifa“-Verbot nicht lange suchen. Aber wie realistisch ist ein „Antifa“-Verbot hierzulande überhaupt?

Anschläge auf die Strom-Infrastruktur in Berlin, auf die Deutsche Bahn – dazu Attacken auf Rüstungs-Unternehmen oder Tesla: Selbst Politiker der Unionsparteien warnen vor dem wachsenden Linksterrorismus. So wies die heutige Bundestags-Vizepräsidentin Andrea Lindholz (CSU) bereits vor fünf Jahren darauf hin, dass die Landesämter für Verfassungsschutz mehr als 40 „Antifa“-Gruppierungen als extremistisch einstufen.

Nach der Ermordung des rechtskonservativen US-Bürgerrechtlers Charlie Kirk hat US-Präsident Donald Trump nun drastische Konsequenzen angekündigt: Die „Antifa“-Bewegung soll in den Vereinigten Staaten wie eine terroristische Organisation behandelt werden!

Auf seiner Plattform Truth Social teilte Trump in dieser Woche mit, er freue sich, „unseren vielen US-Patrioten mitteilen zu können, dass ich Antifa, eine kranke, gefährliche, radikale linke Katastrophe, als bedeutende terroristische Organisation einstufe.“ Trump kündigte zudem an, auch die Unterstützer und mutmaßlichen Geldgeber der Bewegung „untersuchen“ zu lassen. Eine ganz klare Ansage an Soros & Co.!

Kann man die „Antifa“ überhaupt verbieten?

Ein Problem dabei ist fraglos: Die Linksextremisten sind nicht zentral organisiert, die „Antifa“ verfügt über keine feste Führung und agiert mehr oder weniger als eine Art Sammelbecken für lose vernetzte militante Gruppen. Das gilt für die USA gleichermaßen wie für Europa – hier insbesondere Deutschland und Österreich, wo linksextremistische Gruppen immer mehr Anschläge auf kritische Infrastrukturen verüben.

Hinzu kommt: In Deutschland wird den mit Steuerzahler-Millionen geförderten „Antifa“-Ablegern seit Jahren vom Staat – auf gut Deutsch – der A…. gepudert. Linksgrüne Spitzenpolitiker wie SPD-Chef Lars Klingbeil („Jeder vernünftige Demokrat sollte Antifaschist sein“) und seine frühere Co-Vorsitzende Saskia Esken brüsten sich öffentlich damit, aus der „Antifa“ zu kommen; oder sie bekennen offen ihre Sympathien für die Linksextremisten – wie die neue Familienministerin und stellvertretende Unions-Vorsitzende Karin Prien: „Die CDU hat eine antifaschistische DNA.“

Weitaus größeres Gewicht dürfte in der „Antifa“-Verbotsdebatte hierzulande aber ARD, ZDF, Süddeutsche Zeitung & Co. zukommen. Die „Antifa“ ist längst zu einem nicht nur einflussreichen, sondern zu einem dominierenden Faktor im politisch-medialen Komplex geworden. Ein untrügliches Zeichen dafür ist: Linken-Fraktionschefin Heidi Reichinnek kann im Deutschen Bundestag dazu aufrufen, wieder auf die Barrikaden zu steigen, ohne dass es zu einem Proteststurm in den Mainstream-Medien kommt – geschweige denn bei den Öffentlich-Rechtlichen.

Linksextreme werden vom deutschen Steuerzahler finanziert

Die Spezies „Antifant“ kann sich hierzulande prächtig vermehren und selbst verwirklichen – und das alles auch noch auf Steuerzahlerkosten! Unter dem Deckmantel des mit 182 Millionen Euro ausgestatteten Förderprogramms „Demokratie leben“ haben sich die Linksradikalen ein Biotop geschaffen, aus dem heraus das „gesellschaftliche Miteinander“ wie in einer Diktatur „diktiert“ wird. Politische Gegner und Andersdenkende werden aus dem gesellschaftlichen Diskurs verbannt; sie werden eingeschüchtert, mit Hausdurchsuchungen drangsaliert und mit Willkür-Urteilen überzogen – oder von einer „roten SA“ zusammengeschlagen und im schlimmsten Fall ermordet.

Gefahrenpotenzial nimmt zu

Die Anzahl gewaltbereiter Linksextremisten steigt in Deutschland seit Jahren immer weiter an. Während es laut Verfassungsschutz im Jahr 2016 noch 8.500 waren, nahm ihre Zahl im vergangenen Jahr auf 11.200 zu. Linksextremisten randalieren nicht nur auf Großveranstaltungen wie vor acht Jahren auf dem G20-Gipfel in Hamburg, sie greifen inzwischen auch offen einzelne Politiker an, vornehmlich der AfD.

Zu Gewaltexzessen kam es zuletzt im Frühjahr in Leipzig nach der Urteilsverkündung gegen die militante Linksterroristin Lina E.: Es hagelte Flaschen- und Steine, Vermummte warfen Molotowcocktails und setzten Barrikaden in Brand. Die Bilanz: 50 verletzte Polizisten, drei davon schwer!

Infrastruktur im Visier

In den vergangenen Jahren häufen sich zudem Anschläge auf kritische Infrastruktur, zu denen sich linksextreme Gruppen unter anderem auf der „Antifa“-Plattform Indymedia bekennen. Im Visier der Linksterroristen stehen vor allem Kabelschächte der Bahn und Strommaste, aber auch Fuhrparks der Polizei, die Tesla-Fabrik von Elon Musk im Brandenburgischen oder Baukräne wie jüngst in Berlin-Marzahn.

Der Hass gegen den Staat (der sie pampert) und seine Institutionen zeigt sich bei den Linksextremisten immer offener: Die scheidende Vorsitzende der „Grünen Jugend“, Jette Nietzard, inszenierte sich im Mai auf ihrem privaten Instagram-Kanal mit einem Pullover, auf dem das Kürzel „ACAB“ zu lesen war. Es steht für „All Cops Are Bastards“. Dazu trug sie eine Kappe mit der klassenkämpferischen Aufschrift „Eat the rich“.

FAZIT: Deutschland dürfte von einem „Antifa“-Verbot Lichtjahre entfernt sein, solange es keine von der AfD geführte Bundesregierung gibt. Solange Typen wie Lars Klingbeil auf der Regierungsbank sitzen.Und solange Staatsfunk und Mainstream-Medien untergehakt mit den Linksextremisten im ideologischen Gleichschritt marschieren.",Deutschlandkurier
2025-09-19,Was hat DER denn geraucht? Kulturstaatsminister Weimer sieht AfD in vier Jahren „bei neun Prozent“,"Der CDU-nahe Kulturstaatsminister Wolfram Weimer hat prognostiziert, dass die AfD 2029 nur noch bei neun Prozent stehen werde. Der frühere „Welt“-Chefredakteur sieht in der AfD keinen ernsthaften Konkurrenten für die selbst ernannte politische Mitte.

Im Podcast-Interview mit Politico (Axel Springer) sagte der parteilose Kulturstaatsminister: „Meine Prognose ist, die AfD wird 2029 bei neun Prozent sein.“ Eine „blaue Erfolgswelle“ erkenne er nicht.

Vielleicht braucht Weimer, der wegen seiner großen Ohren den Spitznamen „Jumbo“ trägt, ein Hörgerät – oder zumindest doch eine neue Brille? Zur Erinnerung: Weimers heutiger Chef, Friedrich Merz (CDU), wollte die AfD einst halbieren. Heute hat die Partei laut jüngster YouGov-Umfrage beide Unionsparteien zusammen mit 27 Prozent bundesweit überholt.",Deutschlandkurier
2025-09-19,Räumungsklage: AfD-Bundesvorstand äußert zum Prozessauftakt Kompromissbereitschaft,"Vor dem Landgericht Berlin streiten die AfD und ihr Vermieter über die Zukunft der Parteizentrale in Reinickendorf. Der Streit hatte sich an einer größeren Party nach der Bundestagswahl im Innenhof des Bürogebäudes entzündet. Die Partei sieht darin allerdings nur einen Vorwand.

Zum Prozessauftakt wegen der fristlosen Kündigung des Mietvertrags für ihre Bundesgeschäftsstelle hat sich die Partei dennoch kompromissbereit gezeigt. Man habe eine außergerichtliche Streitbeilegung angeboten, sagte Parteivize Kay Gottschalk, der Partei und Bundesvorstand in dem Rechtsstreit vertritt. Die AfD wirft der Vermieter-Firma rein wirtschaftliche Interessen vor. Die Auseinandersetzung werde zum Nachteil der AfD politisch aufgeladen, juristisch instrumentalisiert und medial inszeniert, führte Gottschalk aus.

Die Eigentümerfirma des Gebäudes will die AfD nicht länger als Mieter dulden und hat deshalb eine Räumungsklage eingereicht. Der Mietvertrag für die 12 Kilometer vom Regierungsviertel entfernte Immobilie läuft regulär bis Ende 2027.",Deutschlandkurier
2025-09-19,Deutsche Denunziatorische Republik (DDR): Zoll-Mitarbeiter sollen politisch verdächtige Kollegen melden,"Ein als Rundmail an alle Mitarbeiter verschicktes Schreiben der Generalzolldirektion mit Sitz in der Bundesstadt Bonn sorgt für Unruhe und Kritik unter den Bediensteten: Es ebne den Weg zu einer Denunziationskultur und willkürlichen Maßregelung.

Laut einem Medienbericht hat die Generalzolldirektion bundesweit ihre über 50.000 Mitarbeiter in einem Schreiben von Ende August aufgefordert, politisch verdächtige Kollegen bei den Vorgesetzten zu melden. Die interne Rundmail stammt NiUS zufolge vom 28. August dieses Jahres. Verantwortlich dafür zeichne Armin Rolfink, seit Oktober 2024 Präsident der deutschen Zollbehörde. Diese ist dem Bundesfinanzministerium von Lars Klingbeil (SPD) unterstellt.

Die Zollbeamten wurden in dem Schreiben aufgefordert, sich aktiv für die freiheitlich-demokratische Grundordnung einzusetzen – eigentlich eine Selbstverständlichkeit. Dass jedoch mehr dahintersteckt, lässt sich an der Ermahnung ablesen, dass auch „Gleichstellung, Diversität und Vielfalt“ zum „Selbstverständnis des Zolls“ gehören würden.

Betont werden die „Verhaltenspflichten von Beschäftigten im öffentlichen Dienst“. Vor „extremistischen Tendenzen“ wird gewarnt. Die Zollmitarbeiter werden mit der Warnung unter Druck gesetzt: „Distanz, Indifferenz oder Neutralität gegenüber der freiheitlich-demokratischen Grundordnung sind mit dieser Pflicht nicht zu vereinbaren.“

Was genau unter „extremistisch“ zu verstehen ist, wird in dem Schreiben nicht näher definiert. Man kann aber leicht erahnen, auf welche Partei dieser Wink mit dem Zaunpfahl abzielt. Nicht nur die Kollegen von NiUS befürchten, dass die Grenzen zwischen freier Rede und vermeintlichem Extremismus hierzulande immer mehr verschwimmen.

FAZIT: Das Kürzel DDR bekommt 35 Jahre nach der Wende zunehmend eine ganz neue Bedeutung: Deutsche Denunziatorische Republik!",Deutschlandkurier
2025-09-19,DK-Mahnmal für Opfer der Masseneinwanderung: Ordnungsamt verweigert Auskunft über den Verbleib der Gedenksteine,"In der Sitzung der Bezirksverordnetenversammlung (BVV) Charlottenburg-Wilmersdorf ging es in dieser Woche um das von der Berliner Polizei geschändete und abtransportierte DK-Mahnmal für die Opfer der Masseneinwanderung. AfD-Fraktionschef Martin Kohler verlangte Auskunft über den Verbleib der fünf Gedenksteine und betonte das Eigentumsrecht des Deutschland-Kuriers.

Die AfD hatte zuvor einen Antrag eingebracht, in dem das Bezirksamt aufgefordert wird, die sogenannten „Merkel-Legos“ an der Tauentzienstraße/ Ecke Marburger Straße wieder zu errichten. Dies solle spätestens zum neunten Jahrestag des Terroranschlags am Breitscheidplatz (19. Dezember) geschehen.

Der Vertreter des Ordnungsamtes, ein „Grüner“, spielte den Ahnungslosen und verwies auf die Polizei.

Sie sehen gerade einen Platzhalterinhalt von YouTube . Um auf den eigentlichen Inhalt zuzugreifen, klicken Sie auf die Schaltfläche unten. Bitte beachten Sie, dass dabei Daten an Drittanbieter weitergegeben werden.

Mehr Informationen",Deutschlandkurier
2025-09-19,Neuer Umfrage-Kracher: AfD in Brandenburg stärker als Regierungsparteien SPD und BSW zusammen!,"Laut einer aktuellen INSA-Umfrage für die Märkische Oderzeitung (MOZ) hat die AfD auch in Brandenburg die seit 35 Jahren regierende SPD weit hinter sich gelassen. 34 Prozent würden für die AfD stimmen. Die Sozialdemokraten fallen auf 24 Prozent zurück.

Die AfD wäre damit bei Landtagswahlen sogar stärker als das regierende Bündnis aus SPD und BSW, das zusammen auf 33 Prozent käme. Die Wagenknecht-Partei landet demnach bei neun Prozent (minus 4,5). Die CDU (13 Prozent) gewinnt gegenüber der letzten Landtagswahl mickrige 0,9 Punkte hinzu.

Mit der Arbeit der SPD-BSW-Landesregierung ist nur noch ein Drittel der Wähler in Brandenburg zufrieden.",Deutschlandkurier
2025-09-20,Verfolgte Unschuld: ZDF-Intendant und Fernsehrat stellen sich hinter Hayali und Theveßen,"ZDF-Intendant Norbert Himmler und der Fernsehrat des Mainzer Senders haben nicht etwa die Hetze ihrer, sondern die „Hetze“ gegen ihre hochbezahlten Staatsfunker Dunja Hayali und Elmar Theveßen verurteilt.

Das oberste ZDF-Gremium erklärte bei seiner Sitzung am Freitag (19.September) in Mainz, dies betreffe „jede Form von Hetze und politischem Druck, mit dem versucht wird, unabhängige und kritische Berichterstattung einzuschränken.“ Von „kritischer Berichterstattung“ beispielsweise im Zusammenhang mit dem Mord an Liana K. war in diesem Zusammenhang nicht die Rede.

Der (CDU-nahe) ZDF-Intendant Himmler beklagte, was das ZDF in den vergangenen Tagen erreicht habe, sei „in weiten Teilen keine Kritik mehr“ und entbehre jeglicher Verhältnismäßigkeit. „Meine Kolleginnen und Kollegen sind seit mehr als einer Woche Hass und Hetze im Netz ausgesetzt, offene Drohungen werden gegen sie ausgesprochen, bis hin zu Morddrohungen“, so Himmler.

Die Moderatorin und der Leiter des ZDF-Studios in Washington waren wegen diffamierender und wahrheitswidriger Äußerungen nach dem Attentat auf den rechtskonservativen US-Bürgerrechtler Charlie Kirk in die Kritik geraten. Theveßen droht der Entzug seines Arbeitsvisums durch die Trump-Administration. Hayali, die Kirk u.a. als „Rassisten“ verunglimpfte, spielt das Opferlamm und hat sich nach eigenen Angaben für einige Zeit aus den sozialen Medien zurückgezogen.",Deutschlandkurier
2025-09-20,Umfrage bestätigt Warnungen der AfD: Fast jeder bekommt den deutschen Pass!,"Recherchen von „Welt am Sonntag“ in den zehn größten Städten Deutschlands haben bestätigt, wovor die AfD immer gewarnt hat: Anträge auf Einbürgerung werden zum ganz überwiegenden Teil fast schon fabrikmäßig bewilligt. Das zeigen die Angaben von neun der zehn größten Städte für das erste Halbjahr 2025.

Die meisten Entscheide meldeten die drei bevölkerungsreichsten Metropolen. Von 20.734 Entscheiden fielen in Berlin nur 674 negativ aus, gerade einmal drei Prozent. In Hamburg erhielten 5.730 Antragsteller einen deutschen Pass, nur 14 Mal war das nicht der Fall. In München gab es 3.815 positive Bescheide und lediglich zehn Ablehnungen. In 25 weiteren Fällen nahmen Migranten ihren Antrag von sich aus zurück.

Vergleichbar waren die Bewilligungsquoten in Köln, Stuttgart, Düsseldorf, Leipzig und Essen. Nur in Dortmund ist der Anteil der positiven Entscheide deutlich geringer. Hier wurden im ersten Halbjahr 2025 insgesamt 1.707 Einbürgerungsanträge positiv entschieden und 365 Einbürgerungsanträge abgelehnt.

Gründe für die relativ seltenen Ablehnungen waren oft eine mangelhafte Mitwirkung der Bewerber, eine fehlende Sicherung des Lebensunterhalts, nicht ausreichende Sprachkenntnisse oder strafrechtliche Verfehlungen.

BMI zweifelt an gewissenhafter Prüfung

Das Bundesinnenministerium (BMI) hatte kürzlich Zweifel geäußert, dass die Voraussetzungen bei allen Bewerbern ausreichend geprüft werden. Ein Erfahrungsaustausch der großen Einbürgerungsbehörden habe ergeben, dass „bei einer immer größeren Zahl von Antragstellern“ nur „ein geringes beziehungsweise überhaupt kein inhaltliches Verständnis von den Inhalten der abzugebenden Bekenntnisse“ vorhanden sei. In einem Schreiben an die zuständigen Landesbehörden forderte das Ministerium von Alexander Dobrindt (CSU): Es solle deswegen „grundsätzlich eine persönliche Vorsprache erfolgen und mit dem Antragsteller ein Gespräch geführt werden“ – anders als in Berlin – wo „online“ eingebürgert wird.

In Deutschland haben Ausländer laut dem noch von der Ampel-Regierung beschlossenen neuen Staatsbürgerschaftsrecht einen Rechtsanspruch auf Einbürgerung, wenn sie nach fünf bzw. bei besonders guter Integration nach drei Jahren die erforderlichen Kriterien erfüllen. Dazu gehören die Sicherung des Lebensunterhalts, Kenntnisse der Rechts- und Gesellschaftsordnung und Deutschkenntnisse. Zudem müssen sich Bewerber um einen deutschen Pass pro forma zur freiheitlich-demokratischen Grundordnung bekennen. Wer wegen einer schweren Straftat verurteilt wurde, hat keinen Anspruch auf Einbürgerung.

Gottfried Curio (AfD): Linksgrün schafft sich „wahlberechtigtes Sozialprekariat“

Der innenpolitische Sprecher der AfD-Bundestagsfraktion, Gottfried Curio, kritisiert die quasi fabrikmäßigen Einbürgerungen scharf: „Nicht Eingliederung in deutsche Lebensverhältnisse, kein Ankommen in Deutschland ist mehr das Ziel, das dann durch einen deutschen Pass belohnt und bestätigt werden kann, sondern reine Vermehrung der Wahlberechtigten! Nicht mehr Politik für das Land ist die oberste Devise, sondern Erzeugung eines wahlberechtigten Sozialprekariats, das man bewusst – ohne Vorliegen von Schutzansprüchen – ins Land lockt, um sich am Ende dann, mittels doppelter Staatsbürgerschaft und raschester Einbürgerung, dankbare Wähler heranzuziehen.“",Deutschlandkurier
2025-09-20,„Weltkindertag“: Martin Reichardt (AfD) warnt vor Aushebelung der elterlichen Erziehungsrechte,"Heute (20. September) ist „Weltkindertag“. In über 145 Ländern wird aus diesem Anlass an die besonderen Bedürfnisse von Kindern, speziell aber auch an „Kinderrechte“ erinnert. Der familienpolitische Sprecher der AfD-Bundestagsfraktion, Martin Reichardt, sieht das mit gemischten Gefühlen. Er kritisiert eine zunehmende Ideologisierung des „Weltkindertages“ und warnt vor einer Aushebelung elterlicher Erziehungsrechte.

In einer in Berlin veröffentlichten Erklärung moniert der AfD-Politiker: „Den Weltkindertag möchten das Deutsche Kinderhilfswerk und UNICEF Deutschland in diesem Jahr unter das Motto ,Kinderrechte – Bausteine für Demokratie!‘ stellen. Beide Institutionen behaupten, dass fehlende Umsetzung von Kinderrechten eine Gefahr für die Demokratie bedeute. Das klingt erstmal gut, ist aber eine Nebelkerze.“

Reichardt weist darauf hin, „dass Kinder bereits vollumfänglich Träger der grundgesetzlich verbrieften Grundrechte sind.“ Hinter der Forderung nach Kinderrechten steht aus Sicht des AfD-Familienpolitikers „in erster Linie ein versteckter Angriff auf das Erziehungsrecht der Eltern“.

Reichardt bekräftigte: „Die AfD-Fraktion lehnt die immer gleichen linken Forderungen nach einer staatlichen Lufthoheit über den Kinderbetten ab.“ Er warf der Merz-Regierung vor, sie sei „nicht willens, die verheerenden Folgen des von der Ampel forcierten Kulturkampfes einzudämmen“.

Namentlich nannte der AfD-Politiker dabei die Frühsexualisierung und „in erheblichem Maße auch sozial induzierte hohe Abtreibungszahlen“, die mit zur „demographischen Katastrophe“ in Deutschland beigetragen hätten. Dies alles sei Ausdruck einer jahrzehntelang unter falschen Prämissen geführten Familienpolitik, „die konkurrierende Kräfte von der Union bis zur Linkspartei zu verantworten haben“.

Der familienpolitische Sprecher der AfD-Bundestagsfraktion mahnt: „Der Weltkindertag ist für alle Institutionen und politisch Verantwortlichen in Deutschland eine gute Gelegenheit, hieran zu erinnern und zugleich Lösungswege zu einer besseren Zukunft für unsere Kinder aufzuzeigen.“",Deutschlandkurier
2025-09-20,"Wie passt das zur EU-Kriegsrhetorik? Europäer geben 8,7 Milliarden Euro für russische Importe aus","Folgt man der Logik des deutschen „Kriegsertüchtigers“ Boris Pistorius (SPD), dann ist ein Angriff Russlands auf die Nato nur noch eine Frage der Zeit. Allerdings muss man unweigerlich zu folgendem kruden Schluss kommen: Die Europäer tragen mit zur Finanzierung der vom Bundesverteidigungsminister penetrant behaupteten Kriegsvorbereitungen Moskaus bei. Zugespitzt formuliert: Sie finanzieren die Kugel, mit der demnächst womöglich auch deutsche Soldaten erschossen werden könnten.

Denn: EU-Mitgliedsstaaten haben allein in den ersten drei Monaten des Jahres 2025 russische Waren aus dem Bereich der Energie-Ressourcen im Wert von 8,7 Milliarden Euro importiert. Das geht aus Daten des Instituts der deutschen Wirtschaft (IW) zum Thema „Russland-Handel trotz Sanktionen“ hervor. Zu Ende gedacht bedeutet dies, dass Europa mittelbar zur Finanzierung der russischen Militärausgaben beiträgt. Die russophobe „Bild“-Zeitung schreibt sich darüber regelrecht in Rage und titelt: „EU-Einkaufsliste der Schande!“

Fakt ist jedenfalls: Im ersten Quartal dieses Jahres fiel die Handelsbilanz zwischen der EU und Russland trotz des Sanktions-Irrsinns zugunsten Moskaus aus. Im Klartext: Die EU hat mehr von Russland gekauft als dorthin verkauft. Dazu gehören Erdgasimporte im Wert von 4,4 Milliarden Euro und Rohöl im Wert von 1,4 Milliarden Euro als die beiden wichtigsten Importgüter. Auch russische Düngemittel, Eisen und Stahl sowie Nickel stehen ganz oben auf der Einfuhrliste.

Da fragt sich nicht nur Ex-„Bild“-Chef Julian Reichelt: Wie kann es sein, dass man ein Land dafür bezahlt, dass es einen demnächst angeblich überfallen wird. Reichelt kommt zu dem naheliegenden Schluss: Entweder die Europäer sind verrückt geworden oder die Kriegspropaganda u.a. aus Brüssel und Berlin ist eine Lüge!",Deutschlandkurier
2025-09-20,AfD fordert: ANTIFA in Deutschland als Terrororganisation einstufen!,Ein Debatte zwischen den bayerischen AfD-Bundestagsabgeordneten Christoph Birghan und Tobias Teich,Deutschlandkurier
2025-09-20,NDR: Linksgrün-woke Ex-„Bild“-Chefin Tanit Koch übernimmt  „Klar“-Moderation von Julia Ruhs,"Die vor Jahren als kurzzeitige „Bild“-Chefredakteurin krachend gescheiterte linksgrün-woke Publizistin Tanit Koch übernimmt beim „Norddeutschen Rundfunk“ (NDR) die Moderation des „Klar“-Formats. Sie ersetzt die weggemobbte mild-konservative Journalistin Julia Ruhs. Das bestätigte der Sender. Die 48-jährige Juristin, die aktuell Autorin des täglichen Formats FOCUS Briefing ist, wird neben der Moderation auch redaktionell an den NDR-Ausgaben von „Klar“ mitarbeiten.

Koch, die nach ihrem Volontariat bei Axel Springer zunächst als Büroleiterin von Ex-„Bild“-Herausgeber Kai Diekmann („refugees welcome“) startete, gilt als CDU-nahe „Merkelianerin“. 2021 war sie Wahlkampfberaterin des ebenfalls krachend gescheiterten linksgrünen Unions-Kanzlerkandidaten Armin Laschet (CDU).

Koch sieht ihre neue Aufgabe nach eigenen Worten als „Chance zur Meinungsvielfalt im ÖRR beizutragen“. Juliane von Schwerin, stellvertretende NDR-Programmdirektorin, erklärte: „Mit Tanit Koch haben wir eine versierte Journalistin und meinungsstarke Moderatorin für ‚Klar‘ gewonnen. Sie bringt vielfältige Erfahrungen und Perspektiven mit, die sehr gut zu ‚Klar‘ passen und das Profil des Formates stärken.“

Zur Erinnerung: Eine von Kochs unsäglichen „Bild“-Schlagzeilen lautete 2017 „Gysi eröffnet FKK-Wahlkampf!“ Wenig später zog Springer-Chef Mathias Döpfner die Reißleine und ersetzte die Diekmann-Vertraute durch Julian Reichelt (heute NiUS).",Deutschlandkurier
2025-09-20,Nach YouGov meldet auch INSA: AfD zieht an CDU und CSU vorbei!,"Erst dieser Tage ermittelte YouGov, dass die AfD beide Unionsparteien in der Wählergunst abgehängt hat. Die INSA-Erhebung für „Bild am Sonntag“ bestätigt diesen Trend: Die AfD überholt CDU und CSU, steigt auf 26 Prozent (+1). Das ist ihr höchster jemals gemessener INSA-Umfragewert! Die Union bleibt mit 25 Prozent hinter der größten Oppositionspartei zurück. YouGov hatte sogar 27 Prozent für die AfD angegeben.

Die schwarz-rote Regierungskoalition unter Kanzler Friedrich Merz (CDU) und Vizekanzler Lars Klingbeil (SPD) hätte mit nur 40 Prozent auch bei INSA keine Mehrheit mehr, wenn am kommenden Sonntag Bundestagswahlen wären.",Deutschlandkurier
2025-09-20,Bunt-kriminelles Ludwigshafen: 26-Jähriger auf offener Straße hingerichtet!,"Eine regelrechte Hinrichtung auf offener Straße überschattet die OB-Wahl am Sonntag (21.September) in Ludwigshafen, von der AfD-Kandidat Joachim Paul willkürlich ausgeschlossen wurde: Am Samstagmorgen fielen im Stadtteil Maudach sechs Schüsse – für einen 26-Jährigen kam jede Hilfe zu spät. Er wurde auf offener Straße erschossen. Bei einem Großeinsatz der Polizei seien mehrere Verdächtige festgenommen worden, berichtet „Bild“.

Demnach knallte es mitten im Ludwigshafener Stadtteil Maudach sechsmal gegen 1 Uhr in der Nacht. „Ich dachte erst, es seien Silvesterböller. Doch dann sah ich, dass ein Mann tot auf der Straße lag“, berichtet eine Anwohnerin. Das Opfer überlebte die Schüsse nicht, alle Wiederbelebungsversuche von Rettungskräften scheiterten. Zeugen vermuten einen Zusammenhang mit der Drogen-Szene in der rheinland-pfälzischen Industriemetropole (u.a. BASF).",Deutschlandkurier
