custom_id,hit_id,row_id,source,Title,hit_text,context_idx,count_hits,count_unique_entities,context_window
media-frame-6cf874f1628fe05a,6cf874f1628fe05a,18646,Tagesschau,Gelingt ein Schritt in Richtung Frieden?,NDR,1,1,1,"Kiews Bürgermeister Vitali Klitschko warnte erneut, dass sich die Lage weiter verschlechtern könnte. NDR 1 MV | Nachrichten | 23.01.2026 | 08:30 Uhr"
media-frame-b2388ef8ed780ba4,b2388ef8ed780ba4,18658,Tagesschau,"Ohne Andrew, dafür mit deutschem Timing",NDR Info,1,1,1,"Das festliche Konzert wird jedes Jahr von Prinzessin Catherine, der Frau von Thronfolger William arrangiert und wurde Anfang Dezember aufgezeichnet. Dieses Jahr wird Schauspielerin Kate Winslet darin aus Henry Drummonds philosophischem Buch über die Liebe lesen, ""The Greatest Thing in the World"": ""Beim Rückblick auf sein Leben wird man feststellen, dass die Momente, in denen man etwas aus Liebe getan hat, die lebendigsten waren."" tagesschau.de | Weihnachten bei den Royals - ohne Andrew, dafür mit deutschem Timing | 23.12.2025 | 16:48 Uhr, NDR Info | Nachrichten | 23.12.2025 | 15:00 Uhr"
media-frame-68814b417497b580,68814b417497b580,18667,Tagesschau,Witkoff reist für Treffen mit Selenskyj nach Berlin,dpa,1,1,1,"Das bestätigte ein Sprecher des Weißen Hauses mehreren US-Medien. Die Beratungen sollen schon diesen Sonntag stattfinden, wie die Nachrichtenagentur dpa unter Berufung auf deutsche Regierungskreise berichtet. Auch der Schwiegersohn von US-Präsident Donald Trump, Jared Kushner, kommt den Angaben zufolge nach Berlin."
media-frame-5cf63cfd6b38c689,5cf63cfd6b38c689,18669,Tagesschau,Weitere Staatschefs sagen G20-Teilnahme ab,Reuters,1,1,1,"Niedrige Erwartungen der Bundesregierung Das Gipfeltreffen wird deutschen Regierungskreisen zufolge keine großen Ergebnisse bringen. Es gebe im G20-Kreis ""erhebliche inhaltliche Differenzen"", sagten Regierungsvertreter der Nachrichtenagentur Reuters. Es sei noch völlig offen, ob es am Ende in Südafrika eine Abschlusserklärung mit gemeinsamen Zielen geben werde."
media-frame-b5309993b49588a0,b5309993b49588a0,18669,Tagesschau,Weitere Staatschefs sagen G20-Teilnahme ab,NDR Info,2,1,1,"Als Gipfelort hat er sich eines seiner Luxus-Golfressorts ausgesucht, das ""Doral"" bei Miami in Florida. Über dieses Thema berichtete NDR Info am 20. November 2025 um 10:00 Uhr."
media-frame-48ee8cacbcf5d3b6,48ee8cacbcf5d3b6,18672,Tagesschau,Europäer werten Verhandlungen in Genf als Erfolg,dpa,1,1,1,"US-Außenminister Marco Rubio hatte zuvor gesagt, EU- und NATO-Themen sollten separat behandelt werden. Nach Informationen der Nachrichtenagentur dpa ist der aktuelle Plan dementsprechend kürzer als die vorherige Version. Kreml-Sprecher: Noch nicht informiert Kreml-Sprecher Dmitri Peskow zufolge wurde Moskau noch nicht über die Ergebnisse der Genfer Gespräche informiert."
media-frame-c0b491f5d2c88cab,c0b491f5d2c88cab,18673,Tagesschau,Video von Militäreinsatz sorgt für Empörung,Reuters,1,1,1,"Kameraleute der arabischen Fernsehsender AlGhad TV und Palestine TV haben die Szene gefilmt. Die Nachrichtenagentur Reuters zeigt Einstellungen, auf denen zu sehen ist, dass Soldaten zuvor mit ihren Waffen auf etwas außerhalb des Bildes zielen. Reporter Ahmad Nazzal von Palestine TV schildert dem ARD-Studio Tel Aviv seine Beobachtungen: Er glaube nicht, dass die beiden eine Bedrohung waren."
media-frame-0153af51837ee68f,0153af51837ee68f,18675,Tagesschau,Verleger Jimmy Lai schuldig gesprochen,rbb,1,1,1,"Zuletzt machten sich seine Unterstützer zunehmend Sorgen um Lais Gesundheitszustand. Das Erste | tagesschau | 15.12.2025 | 04:38 Uhr, tagesschau.de | Hongkong: Gericht spricht Demokratieaktivisten Jimmy Lai schuldig | 15.12.2025 | 05:57 Uhr, RBB | Inforadio |15.12.2025 | 08:24 Uhr"
media-frame-9ee3ebad97c45d34,9ee3ebad97c45d34,18678,Tagesschau,Tote bei neuer Protestwelle im Iran,NDR Info,1,1,1,"""Unser Platz in der Hölle ist, wenn wir die Probleme der Lebensgrundlage der Menschen nicht lösen"", sagte der Präsident iranischen Medien zufolge. NDR Info | Nachrichten | 01.01.2026 | 16:30 Uhr, Inforadio | Nachrichten | 01.01.2026 | 16:33 Uhr, tagesschau.de | Iran - Tote bei Protesten | 01.01.2026 | 17:24 Uhr"
media-frame-77aa22162848ae96,77aa22162848ae96,18688,Tagesschau,Deutschland erkennt Südseeinsel Niue als Staat an,NDR Info,1,1,1,"Eine Botschaft auf der Insel ist übrigens nicht geplant. Zuständig sein solle die deutsche Vertretung in der neuseeländischen Hauptstadt Wellington, sagte eine Sprecherin des Auswärtigen Amtes. tagesschau.de | 07.01.2026 | Anerkennung und diplomatische Beziehungen mit Inselstaat Niue |17:55 Uhr, NDR Info | Nachrichten | 07.01.2026 | 22:12 Uhr"
media-frame-025b72802f44dbea,025b72802f44dbea,18692,Tagesschau,Täter sollen Anschlag lange geplant haben,NDR Info,1,1,1,Am Freitag hatte Albanese bereits eine Aktion zum Rückkauf von Waffen angekündigt. NDR Info | Nachrichten | 22.12.25 | 08:00 Uhr
media-frame-aab787ec2427e2e3,aab787ec2427e2e3,18693,Tagesschau,Held von Bondi Beach spricht über seine Aktion,MDR,1,1,1,"Bei dem Anschlag auf ein jüdisches Fest am weltberühmten Strand Bondi Beach in Sydney starben 16 Menschen, unter ihnen ein Täter. MDR aktuell - Das Nachrichtenradio | Nachrichten |29.12.2025 | 16:22 Uhr"
media-frame-379c4022833235e8,379c4022833235e8,18697,Tagesschau,Millionen Nutzerkonten in Australien offline,NDR Info,1,1,1,"Der Meta-Konzern drängt deshalb darauf, dass auch die Betreiber von App-Stores verpflichtet werden sollten, das Alter der Nutzer zu überprüfen und die Zustimmung der Eltern einzuholen, bevor Minderjährige unter 16 Jahren eine App herunterladen können. Dies sei die einzige Möglichkeit, einen Wettlauf gegen Kinder zu vermeiden, die auf neue Apps ausweichen, um dem Verbot zu entgehen. tagesschau.de | Australien: Fast 5 Mio Social Media Konten deaktiviert | 16.01.2026 | 06:40 Uhr, NDR Info | Nachrichten | 16.01.2026 | 06:00 Uhr"
media-frame-e0a2e7ebc77bb446,e0a2e7ebc77bb446,18705,Tagesschau,Mehrere Tote bei Explosion in Islamabad,Staatsmedien,1,1,1,"Chaotische Szenen Der Anschlag ereignete sich zu einer Zeit, in der das Gericht üblicherweise von Hunderten Besuchern frequentiert wird. Bei den Opfern handelte es sich laut Staatsmedien überwiegend um Passanten oder Menschen, die zu Gerichtsanhörungen erschienen. Auch mehrere parkende Autos seien beschädigt worden."
media-frame-fefcabfa7e429445,fefcabfa7e429445,18707,Tagesschau,Warum Nawrocki die Beförderung von Richtern blockiert,Deutschlandfunk,1,1,1,Seiner Meinung nach könnte die Blockadepolitik Nawrockis letztendlich zu einem Referendum über das Justizsystem führen. Über dieses Thema berichtete Deutschlandfunk am 13. November 2025 um 03:56 Uhr.
media-frame-78bc9fa4d943590d,78bc9fa4d943590d,18711,Tagesschau,Zehntausende protestieren gegen Fico-Regierung,Deutschlandfunk,1,1,1,Dort finden sich seither zahlreiche Bilder von mit Kreide geschriebener Parolen gegen die Regierung. Über dieses Thema berichtete Deutschlandfunk am 18. November 2025 um 07:59 Uhr.
media-frame-ef210dbc3b8cba56,ef210dbc3b8cba56,18712,Tagesschau,"""Don't look back in anger""",NDR Info,1,1,1,"Als Partner. Als Freunde."" Das Erste | tagesschau | 04.12.2025 | 17:00 Uhr, NDR Info | Nachrichten I 04.12.2025 | 17:00 Uhr"
media-frame-bb52a9f7acde7189,bb52a9f7acde7189,18714,Tagesschau,Die Suche nach MH370 geht weiter,MDR,1,1,1,"2019 spürte das Ozeanerkundungsunternehmen das seit rund 50 Jahren im nordwestlichen Mittelmeer vermisste U-Boot ""Minerve"" auf. MDR aktuell - Das Nachrichtenradio | Nachrichten | 30.12.2025 | 08:18 Uhr"
media-frame-c269507f60ed446d,c269507f60ed446d,18718,Tagesschau,Eine unerwartete Wendung und alte Vorwürfe,NDR,1,1,1,"Vier Erkenntnisse aus dem Auftritt. Von Arne Schulz, NDR Trump will weiter Grönland - aber ohne Gewalt Mehr als 20 Minuten dauerte es, bis der US-Präsident fragte: ""Wollen Sie, dass ich ein paar Worte zu Grönland sage?"" Er habe das Thema erst raushalten wollen aus seiner Rede, aber dann wäre er wohl negativ bewertet worden, mutmaßt Trump. Für den Witz bekommt er Gelächter im Saal, doch dann wird es ernst."
media-frame-acb3089e611ed1e6,acb3089e611ed1e6,18727,Tagesschau,USA und Russland planen Ukraine-Beratungen in Miami,Politico,1,2,1,"Doch US-Medienberichten zufolge könnten am Wochenende erneute Beratungen zwischen russischen und US-Vertretern folgen. Unter anderen berichteten die Nachrichtenportale ""Politico"" und ""Axios"", dass dafür ein Treffen in der Metropole Miami im US-Bundesstaat Florida geplant sei. Sie beriefen sich dabei auf informierte Kreise sowie eine namentlich nicht genannten Quelle aus dem Weißen Haus. ""Politico"" zufolge sollen der US-Sondergesandte Steve Witkoff und Jared Kushner, der Schwiegersohn von Präsident Donald Trump, die Gespräche führen. Beide hatten auch an den Beratungen in Berlin teilgenommen."
media-frame-6521cf771d8db0b0,6521cf771d8db0b0,18727,Tagesschau,USA und Russland planen Ukraine-Beratungen in Miami,rbb | NDR Info,2,2,2,"Russland hatte den Einsatz ausländischer Truppen in der Ukraine bisher abgelehnt. RBB | Inforadio |18.12.2025 | 12:23 Uhr, NDR Info | Nachrichten | 18.12.2025 | 07:00"
media-frame-bda3cb33ebfbef89,bda3cb33ebfbef89,18728,Tagesschau,Kreml will keine Beweise vorlegen,NDR Info,1,2,1,"EU-Kommissionspräsidentin Ursula von der Leyen schrieb nach dem Ukraine-Gespräch von einer ""guten Diskussion"" über die Unterstützung der Ukraine, die Sicherheit des Landes und seinen Wiederaufbau. NDR Info | Nachrichten | 30.12.2025 | 13:00 Uhr, NDR Info | Nachrichten | 30.12.2025 | 13:22 Uhr, Das Erste | tagesschau | 30.12.2025 | 20:00 Uhr"
media-frame-ef35b7ec41b4b631,ef35b7ec41b4b631,18729,Tagesschau,Was steckt hinter Selenskyjs Angebot für Wahlen?,Politico,1,1,1,"Er reagierte damit auf den wachsenden Druck von US-Präsident Donald Trump. Massive Vorwürfe von Trump Dieser hatte in einem Interview für das Magazin Politico erklärt, es sei Zeit für Wahlen in der Ukraine. Mit massiven Vorwürfen an Selenskyj: Dieser nutze den Krieg als Vorwand, um Wahlen zu verhindern."
media-frame-4d7ab78e1d979ef5,4d7ab78e1d979ef5,18729,Tagesschau,Was steckt hinter Selenskyjs Angebot für Wahlen?,NDR Info,2,1,1,"Andererseits wünscht sich ebenfalls mehr als die Hälfte, dass er bei künftigen Präsidentschaftswahlen - nach einem Kriegsende - gar nicht mehr antritt. Das Erste | tagesschau | 10.12.2025 | 12:00 Uhr, NDR Info | Nachrichten | 10.12.2025 | 13:37 Uhr"
media-frame-0d4f267f3f06c07a,0d4f267f3f06c07a,18734,Tagesschau,US-Angriff auf mutmaßliches Drogenboot,NDR Info,1,1,1,"Beide wurden anschließend nach New York geflogen, wo sie sich vor Gericht verantworten müssen. NDR Info | Nachrichten | 2.01.2026 | 06:30 Uhr"
media-frame-998adf0d0b3a5564,998adf0d0b3a5564,18735,Tagesschau,US-Militär greift mutmaßliche IS-Stellungen an,NDR Info,1,1,1,Entführungen sind im Norden und Zentrum des Landes Alltag geworden: Sowohl kriminelle Banden als auch islamistische Terrorgruppen verschleppen immer wieder Menschen. NDR Info | Nachrichten | 26.12.2025 | 01:39 Uhr | 03:00 Uhr; tagesschau24 | Nachrichten | 26.12.2025 | 09:00 Uhr
media-frame-24bfdc3609ae79d8,24bfdc3609ae79d8,18739,Tagesschau,Tausende Dänen protestieren gegen Trumps Grönland-Pläne,dpa,1,1,1,"Unter anderem Norwegen, Schweden, Finnland, Großbritannien, Frankreich und die Niederlande schicken Teams. Die militärische Übung könnte nach Ansicht des Chefs des Arktischen Kommandos der dänischen Streitkräfte, Søren Andersen, noch mehrere Monate andauern: ""Das, was wir gerade machen, ist, eine länger andauernde Übung zu planen, kontinuierlich das ganze Jahr 2026 hindurch und vielleicht auch ins Jahr 2027 hinein"", sagte Andersen gegenüber der Nachrichtenagentur dpa. Das Erste | tagesschau | 17.01.2026 | 13:45 Uhr"
media-frame-4c91ce3fb4e011ea,4c91ce3fb4e011ea,18743,Tagesschau,Was will Interimspräsidentin Rodríguez?,Staatsmedien,1,1,1,"Sie sprach von einer barbarischen Attacke und machte klar, dass Venezuela die Gefangennahme Maduros nicht akzeptiere: ""Wir fordern, dass Präsident Nicolas Maduro und seine Ehefrau sofort freigelassen werden. Der einzige Präsident von Venezuela ist Nicolas Maduro."" Im Interview mit venezolanischen Staatsmedien legte Rodríguez wenig später nach: Sie stehe fest hinter Maduro als Präsident. Die Politikerin widersprach damit Aussagen von US-Präsident Donald Trump, wonach sie bereit sei, mit den USA zusammenzuarbeiten."
media-frame-2e0328c9280ea402,2e0328c9280ea402,18747,Tagesschau,EU will schnell auf US-Zoll-Ankündigung reagieren,dpa,1,1,1,"Und auf dem Spiel steht nicht nur das Verhältnis der USA mit den Europäern: Nach Ansicht der Forschungsgruppenleiterin Amerika der Stiftung Wissenschaft und Politik (SWP) will Trump mit seiner Zoll-Ankündigung die Europäer spalten. ""Trump macht das, weil er es kann und weil Grönland für ihn eine wichtige 'Trophäe' ist"", sagte Laura von Daniels der Nachrichtenagentur dpa. Er nutzte die Zölle gegen einzelne europäische Staaten, ""um maximal Druck aufzubauen und die Europäer, die bisher in der Grönland-Krise eng zusammenstehen, zu spalten."" Deutschland und andere europäische Staaten hatten in den vergangenen Tagen auf Bitten Dänemarks Soldaten nach Grönland entsandt."
media-frame-7f0d3e77835d821e,7f0d3e77835d821e,18754,Tagesschau,Die Aussagen von Merz im Faktencheck,WDR,1,1,1,"Während ein Großteil seiner Aussagen einem Faktencheck standhalten, waren seine Antworten zum Gesundheitssystem teilweise ungenau. Von Frank Dürr, Dustin Haack, Martin Preusche, Luis Stuhlfelder, WDR und Pascal Siggelkow, ARD-faktenfinder In der ARD-Arena stellte sich Bundeskanzler Friedrich Merz gut eine Stunde den Fragen des Publikums. Da es während eines solchen Gesprächs nicht immer möglich ist, falsche oder irreführende Behauptungen sofort zu korrigieren, werden hier einige Aussagen von Merz noch einmal genauer beleuchtet."
media-frame-0f8fee3662a12188,0f8fee3662a12188,18756,Tagesschau,"Viel Placebo, wenig Evidenz",Deutschlandfunk,1,1,1,"Das betont auch Felix Kannapin: ""Wer aufgrund seiner Symptome beunruhigt ist, soll immer zum Arzt gehen."" Über dieses Thema berichtete tagesschau24 am 19. Oktober 2025 um 11:00 Uhr und Deutschlandfunk am 08. November 2025 um 13:26 Uhr."
media-frame-ab9be380d902f535,ab9be380d902f535,18759,Tagesschau,Falschbehauptungen über gestürztes Polizeipferd,dpa | Bild,1,4,2,"Weiter heißt es: ""Sowohl Reiterin als auch Dienstpferd sind nicht verletzt. Wir bitten darum, die Verbreitung von Falschinformationen zu unterlassen."" Das Pferd stürzte demnach eine Böschung hinab, wie die Nachrichtenagentur dpa schreibt. Wie eine Aufnahme auf Google Street View zeigt, war der Maschendrahtzaun, hinter dem das Pferd liegt, schon vor drei Jahren zur Seite gekippt. Auch Medien verbreiten Falschbehauptung Doch nicht nur in den sozialen Netzwerken wurde fälschlicherweise behauptet, dass sich das Polizeipferd bei dem Einsatz schwer verletzt habe. Auch Medien wie die Bild-Zeitung verbreiteten die Behauptung. So schrieb die Bild-Zeitung in einem Liveblog über die Demonstration: ""Bei den Protesten stürzte gegen 11:15 Uhr ein Pferd der Bundespolizei eine Böschung am Bahnhof Gießen hinab. Das Tier verletzte sich dabei schwer."" In dem Beitrag ist ebenfalls das Foto von dem am Boden liegenden Pferd zu sehen. Es ist dasselbe, das auch in den sozialen Netzwerken kursiert. Auch die Nachrichtenagentur dpa hatte berichtet, dass sich ein Dienstpferd verletzt habe, dem Reiter aber nichts passiert sei. In einer inzwischen veröffentlichten Korrektur heißt es: ""Richtig ist, dass Pferd und Reiterin unverletzt sind."" Foto wird für Stimmungsmache genutzt Das Foto des am Boden liegenden Polizeipferds wurde in den sozialen Netzwerken genutzt, um die Demonstranten zu diskreditieren."
