custom_id,hit_id,row_id,source,Title,hit_text,context_idx,count_hits,count_unique_entities,context_window
media-frame-0df34aab963473d8,0df34aab963473d8,4532,Nius,Heute startet in der ARD „Mozart/Mozart“: „Die schlechteste Serie der Welt“,ARD | Süddeutsche Zeitung | Frankfurter Allgemeine Zeitung,1,9,3,"Heute startet in der ARD „Mozart/Mozart“: „Die schlechteste Serie der Welt“. # Heute startet in der ARD „Mozart/Mozart“: „Die schlechteste Serie der Welt“ Frankreichs Königin Marie-Antoinette verfügte über eine Begabung, über die – so wie wir es wissen – nicht viele Frauen verfügen: Sie konnte mit der Klitoris Musik hören. Das behauptet jedenfalls die neue ARD-Serie „Mozart/Mozart“, die heute Abend im Ersten zu sehen ist. Die traditionell den Öffentlich-Rechtlichen zugeneigte Süddeutsche Zeitung titelte: „Die schlechteste Serie der Welt!“. Und: „Bitte verschont uns mit einer Fortsetzung!“ ## Mozart als falscher Liebhaber von Marie-Antoinette Um bei Marie-Antoinette zu bleiben – die bürgerlich-seriöse Frankfurter Allgemeine Zeitung beschreibt die folgende Szene so: „Die geborene Erzherzogin von Österreich-Lothringen liegt rücklings auf dem Flügel und macht die Beine breit zwecks vaginaler Penetration durch das Adagio B-Dur aus der Klaviersonate F-Dur KV 332 von Wolfgang Amadeus Mozart. Dass nicht Mozart – den hier alle ‚Amadeus nennen‘ – am Flügel sitzt und sie durch diesen abenteuerlichen Akt zum Orgasmus bringt, sondern dessen als Bruder verkleidete Schwester Maria Anna, weiß die Königin nicht …“ Diese Szene ist eine der traurigen, grotesken Höhepunkte der ARD-Serie „Mozart/Mozart“, deren erster Teil heute Abend um 20.15 Uhr gezeigt wird. Die Welt nennt „Mozart/Mozart“ „einen Mozart zum Fremdschämen“. Havana Joy und Eren M. Güvercin spielen in der neuen ARD-Serie „Mozart/Mozart“ die Wunderkinder Maria Anna und Wolfgang Amadeus Mozart ## „Wer ein Herz für Mozart hat, sollte vielleicht Skispringen schauen“ Den Plot dieses Serien-Schmarrens erklärt die ARD so: „Seit Jahren steht Maria Anna Mozart im Schatten ihres Bruders. Er ist der Superstar, sie nur seine Schwester. Das ändert sich bald.“ Denn, so die Serie: Die Schwester ist in Wahrheit so begabt wie er, wenn nicht begabter. Die Welt schreibt: „Der ARD-Mehrteiler ist leider nicht nur historisch zum Haare raufen. Wer ein Herz für klassische Musik hat, sollte vielleicht besser Skispringen schauen.“ Die ersten Serien-Teile (wer weiß, was noch kommen wird), dauern zusammen sechs Stunden."
media-frame-5c4191ad534923e9,5c4191ad534923e9,4532,Nius,Heute startet in der ARD „Mozart/Mozart“: „Die schlechteste Serie der Welt“,ARD,2,2,1,"Darin versucht Maria Anna sich gegen ihren fünf Jahre jüngeren und offensichtlich von Drogensucht, Burnout und beginnenden Machismo-Wahnsinn angekränkelten Bruder zu behaupten. Fazit: Die ganze Serie, die mit allen Folgen schon vorab in der ARD-Mediathek zu sehen ist, beleidigt meinen und jeden gesunden Menschenverstand. Das Gute dabei ist: Wir müssen zwar die Zwangsgebühren für die ARD zahlen – aber die fürchterlichsten Produkte dieser Anstalt müssen wir nicht sehen. Mein Rat: Tun Sie es sich nicht an."
media-frame-1fa62da10c44bba3,1fa62da10c44bba3,4533,Nius,Deutsche Soldaten an der Front? Was hinter dem EU-Friedensplan für die Ukraine wirklich steckt,ZDF,1,1,1,"Und beim großen Koalitionspartner? Der CDU-Bundestagsabgeordnete Norbert Röttgen erklärte im ZDF noch Anfang Dezember mit der üblichen Treffsicherheit, Bodentruppen in der Ukraine seien mit Blick auf die Bundeswehr ohnehin „nicht realistisch“. Also ein paar europäische Blauhelme ohne deutsche Soldaten, aus dem größten EU-Land?"
media-frame-3ad316fdac34e1ae,3ad316fdac34e1ae,4533,Nius,Deutsche Soldaten an der Front? Was hinter dem EU-Friedensplan für die Ukraine wirklich steckt,ÖRR,2,1,1,"Bundesverteidigungsminister Boris Pistorius (SPD) wurde mit dem Plan nicht im Voraus konfrontiert. ## Die Frage nach dem Geld Dann wäre da noch die Frage nach dem Geld. In dieser Angelegenheit legte der vorbezeichnete Herr Röttgen kürzlich einen bemerkenswerten Auftritt in irgendeinem der zahlreichen ÖRR-Formate hin, durch den er sich und die Zuschauer erfolgreich verwirren konnte. Denn die Bürger sorgen sich, dass sie mit ihrem Steuergeld Schadensersatz leisten werden, falls die Verwendung des eingefrorenen Geldes der russischen Zentralbank nicht rechtens sein sollte."
media-frame-5a9bb1b665795281,5a9bb1b665795281,4534,Nius,Verbrenner-Aus soll für Deutschland schneller kommen als für andere EU-Länder,Bild,1,1,1,Doch es kommt in abgeänderter Form trotzdem – und für Deutschland greifen die CO2-Regeln härter als für andere EU-Länder. Das berichtet die Bild-Zeitung. Konkret geht es um die CO2-Ziele.
media-frame-790babf34b837106,790babf34b837106,4538,Nius,"„Alles, was Wolfram Weimer tut, ist verlogen“: Plagiatsjäger Weber über das „Konservative Manifest“ des Kulturstaatsministers",The European,1,1,1,"Stefan Weber: Genau. Der entscheidende Unterschied zum Fall The European ist folgender: Dort konnte Herr Weimer behaupten, er habe von alledem nichts gewusst oder technische Systeme seien verantwortlich gewesen. Er hatte Dutzende Menschen zu Autoren gemacht, die davon nie erfahren haben."
media-frame-01591606d8c1cd0b,01591606d8c1cd0b,4538,Nius,"„Alles, was Wolfram Weimer tut, ist verlogen“: Plagiatsjäger Weber über das „Konservative Manifest“ des Kulturstaatsministers",The European,2,1,1,"In Deutschland gibt es dabei zwei Wege. Entweder ermittelt die Staatsanwaltschaft aufgrund öffentlichen Interesses von sich aus – ein solches Ermittlungsverfahren gab es ja bereits bei The European durch die Staatsanwaltschaft München. Jetzt sprechen wir allerdings über mögliche, aus meiner Sicht sehr wahrscheinliche Urheberrechtsverletzungen in einem Buch."
media-frame-3b45cef443497615,3b45cef443497615,4542,Nius,"Kein einziger kritischer Bericht, trotz Ahrtal-Desaster: Wie ZDF-heute über Malu Dreyer berichtete",ZDF | Frankfurter Allgemeine Zeitung | Tagesschau | RTL,1,10,4,"Kein einziger kritischer Bericht, trotz Ahrtal-Desaster: Wie ZDF-heute über Malu Dreyer berichtete. # Kein einziger kritischer Bericht, trotz Ahrtal-Desaster: Wie ZDF-heute über Malu Dreyer berichtete Immer wieder stehen die öffentlich-rechtlichen Medien wegen einer zu großen Nähe zur Regierungspolitik in der Kritik. Ein besonders markantes Beispiel ist die frühere Ministerpräsidentin von Rheinland-Pfalz, Malu Dreyer. Dreyer ist bis heute Vorsitzende des ZDF-Verwaltungsrats, also des zentralen Aufsichtsgremiums des Senders. Diese Funktion hatte sie auch in jener Zeit inne, als sich im Sommer 2021 die Flutkatastrophe im Ahrtal ereignete. Das Ereignis gilt bis heute als gravierendes Staatsversagen und fiel in ihre unmittelbare Regierungsverantwortung. In einer Rekonstruktion der Flutnacht urteilt die Frankfurter Allgemeine Zeitung: „Ministerpräsidentin Malu Dreyer sagte, das Ausmaß der Flut sei schlicht nicht absehbar gewesen. Doch die Warnungen des eigenen Landesamts kamen rechtzeitig. Es hätte Zeit gegeben, die Bevölkerung zu warnen.“ Lesen Sie hierzu auch: Steinmeiers Orden-Orgie: Warum zeichnen sich Politiker gegenseitig für ihr Versagen aus? Trotz dieser Vorgeschichte blieb kritische Berichterstattung über Dreyers Rolle während der Flutkatastrophe bei der Nachrichtensendung ZDF-heute aus. Das Ahrtal wurde 2021 von einer schlimmen Flutkatastrophe heimgesucht. Das Medienanalyse-Unternehmen Media Tenor, das regelmäßig die Berichterstattung von Tagesschau, ZDF-heute und RTL Aktuell wissenschaftlich auswertet, untersuchte, in welcher Tonalität führende Politiker dargestellt werden – positiv, negativ oder neutral. ## Beiträge über Malu Dreyer fallen aus dem Rahmen Das Ergebnis einer Auswertung ist auffällig: Beiträge von ZDF-heute über Malu Dreyer waren ausnahmslos positiv. Kritische Berichte kamen demnach nicht vor. Im Vergleich mit anderen Politikern stellte Dreyer damit einen Sonderfall dar. Siehe links unten: Es gab keine kritischen Beiträge bei ZDF-heute über Malu Dreyer. Der Geschäftsführer von Media Tenor, Roland Schatz, erläuterte diese Befunde in einem Interview mit dem Ökonomen Prof."
media-frame-d022950cec8d18d2,d022950cec8d18d2,4542,Nius,"Kein einziger kritischer Bericht, trotz Ahrtal-Desaster: Wie ZDF-heute über Malu Dreyer berichtete",ZDF,2,4,1,"Die Bilder zerstörter Ortschaften, zahlreicher Todesopfer und chaotischer Zustände haben sich tief ins öffentliche Gedächtnis eingebrannt. Dass eine kritische journalistische Aufarbeitung der politischen Verantwortung ausgerechnet in dieser Phase ausblieb, wirft grundsätzliche Fragen zur Unabhängigkeit und Kontrollfunktion des öffentlich-rechtlichen Rundfunks auf. ## Interessenkonflikt: Wie reagiert das ZDF? Vor diesem Hintergrund hat NIUS das ZDF nun mit den Ergebnissen der Media-Tenor-Analyse konfrontiert. Konkret wurde der Sender gefragt, ob er in der damaligen gleichzeitigen Funktion von Malu Dreyer als Vorsitzende des ZDF-Verwaltungsrats und als Ministerpräsidentin eines Bundeslandes einen grundsätzlichen Interessenkonflikt sieht – und falls nicht, warum nicht. Eine Antwort des ZDF steht bislang aus. Lesen Sie auch: Nach Flutkatastrophe im Ahrtal: Wiederaufbau läuft unter Regenbogen-Parole „#wiederbunt“"
media-frame-1e0c97fa220ebd51,1e0c97fa220ebd51,4545,Nius,Merz über deutsche Truppen in der Ukraine: „Wir würden russische Angriffe erwidern!“,ZDF,1,1,1,"Merz über deutsche Truppen in der Ukraine: „Wir würden russische Angriffe erwidern!“. # Merz über deutsche Truppen in der Ukraine: „Wir würden russische Angriffe erwidern!“ Bundeskanzler Friedrich Merz äußerte sich am Dienstagabend im ZDF über den Einsatz deutscher Truppen in der Ukraine. „Sehr konkret: Wir würden auch entsprechende russische Übergriffe und Angriffe erwidern“, sagte der Bundeskanzler in Bezug auf eine neue Einsatztruppe unter deutscher Beteiligung, welche die Ukraine und den Aggressor Russland künftig voneinander trennen soll."
media-frame-c14ba9101ae1a3c1,c14ba9101ae1a3c1,4545,Nius,Merz über deutsche Truppen in der Ukraine: „Wir würden russische Angriffe erwidern!“,ZDF,2,2,1,"Aus anderen EU-Ländern gibt es dazu noch Vorbehalte. Merz äußerte Verständnis: „Ich teile sie nicht, aber ich nehme sie ernst.“ Friedrich Merz am Dienstagabend im ZDF ## Atom-Aus „hat die Vorgängerregierung zu verantworten“ Der Chef des Bundesverbands der Deutschen Industrie (BDI), Peter Leibinger, sprach am Dienstagmorgen von der „schwersten Wirtschaftskrise seit Gründung der Bundesrepublik“. ZDF-Frau Anne Gellinek konfrontierte den Kanzler mit dieser Analyse. Hat er einfach zu viel versprochen?"
media-frame-fe3420ea32aac264,fe3420ea32aac264,4550,Nius,„Geistiger Vampirismus“: So bestahl Kulturstaatsminister Wolfram Weimer Bischof Huber,The European,1,1,1,"„Geistiger Vampirismus“: So bestahl Kulturstaatsminister Wolfram Weimer Bischof Huber. # „Geistiger Vampirismus“: So bestahl Kulturstaatsminister Wolfram Weimer Bischof Huber Nach heftigen Plagiatsvorwürfen gegen das Medium The European, das zur Weimer Media Group gehört, hat Plagiatsjäger Stefan Weber vor einigen Tagen aufgedeckt, dass der Kulturstaatsminister auch für sein Buch „Das konservative Manifest“ aus dem Jahr 2018 schamlos Gedanken anderer übernommen hat. Nun hat Weber weitere Passagen gefunden, die Wolfram Weimer offenbar nahezu wortgleich aus einem Essay des bekannten Bischofs Wolfgang Huber übernommen hat."
media-frame-40763caa37bb8d62,40763caa37bb8d62,4554,Nius,Neue Datev-Umfrage: Der Mittelstand zieht sich schleichend zurück,Frankfurter Allgemeine Zeitung,1,1,1,"Neue Datev-Umfrage: Der Mittelstand zieht sich schleichend zurück. # Neue Datev-Umfrage: Der Mittelstand zieht sich schleichend zurück Robert Mayr, Vorstandsvorsitzender des Softwareanbieters und IT-Dienstleisters Datev, fasst es in einem Satz zusammen: „Der Mittelstand gibt auf.“ Er sehe keine Schockwelle, aber einen schleichenden Rückzug, sagte er der Frankfurter Allgemeinen Zeitung. Der Mittelstand leide unter der Wirtschaftskrise, weil die Kosten steigen und die Umsätze sinken."
media-frame-60b35269e9d4873b,60b35269e9d4873b,4557,Nius,„Russische Angriffe erwidern“: Das vorweihnachtliche Spiel des Kanzlers mit dem Feuer,ZDF,1,1,1,"„Russische Angriffe erwidern“: Das vorweihnachtliche Spiel des Kanzlers mit dem Feuer. # „Russische Angriffe erwidern“: Das vorweihnachtliche Spiel des Kanzlers mit dem Feuer Bei den Finanzämtern und Gerichtsvollziehern gilt in diesen Tagen der „Weihnachtsfrieden“, bei dem zum Beispiel keine Pfändungen vollstreckt werden, und wer gedacht hatte, auch die Bundesregierung schaltet bei Aufreger-Ansagen und Fauxpas zu den Feiertagen einen Gang runter, der hatte die Rechnung ohne Kanzler Friedrich Merz (CDU) gemacht. Ausgerechnet vor dem Fest der Liebe und der Friedenshoffnung, sprach er im ZDF Klartext über seine Vorstellungen vom Einsatz einer multinationalen Friedenstruppe in der Ukraine, zu der auch deutsche Bundeswehrsoldaten gehören könnten. O-Ton Merz: „Wir würden eine entmilitarisierte Zone zwischen den Kriegsparteien absichern."
media-frame-260b6a96b5a56109,260b6a96b5a56109,4558,Nius,„Café-Besitzer*innen“ sollen Gäste ausspionieren: CDU finanziert Stasi-Spitzel- und Anti-Rechts-Spiele für Kinder mit über 400.000 Steuergeld,Correctiv | ARD,1,2,2,Lehrkräfte sollen die Schüler beim „Faktenchecken“ anleiten. Sogenannte „Faktenchecker“ lässt zum Beispiel das linke Medienhaus Correctiv für sich arbeiten. Wegen ideologischer Voreingenommenheit und Linkslastigkeit steht das Konzept massiv in der Kritik. Teils produzieren sie – wie bei der ARD – strukturell Falschinformationen. Auch im geförderten Animationsfilm „Das Finale“ von VAMOS Animation geht es um Zeitungen. ## Im „Kommandozentrum einer mit Radikalismus konfrontierten Hauptfigur“ Mit 100.000 Euro Steuergeld fördert die Landesstiftung von Ministerpräsident Hendrik Wüst (CDU) das Spiel „Trust Division“ der Firma Critical Rabbit.
media-frame-82bcdc2833f577fb,82bcdc2833f577fb,4558,Nius,„Café-Besitzer*innen“ sollen Gäste ausspionieren: CDU finanziert Stasi-Spitzel- und Anti-Rechts-Spiele für Kinder mit über 400.000 Steuergeld,Correctiv,2,1,1,"Das Gameplay, so die Film- und Medienstiftung, basiert auf den „Trust-Checking-Kriterien“ der linken NGO codetekt. Die ist mit dem NGO-Hub und „Haus für gemeinnützigen Journalismus“, Publix, in Berlin-Neukölln assoziiert, in dem auch Correctiv oder HateAid sitzen. In dem Haus, in dem vor allem linke bis radikal linke Organisationen anässig sind, stecken über 20 Millionen Euro Steuergeld."
media-frame-2d0a1f053be1e04c,2d0a1f053be1e04c,4560,Nius,Aus „humanitären Gründen“: Vertreter von Putins Bluthund Kadyrow darf in Deutschland bleiben,Spiegel,1,1,1,"Aus „humanitären Gründen“: Vertreter von Putins Bluthund Kadyrow darf in Deutschland bleiben. # Aus „humanitären Gründen“: Vertreter von Putins Bluthund Kadyrow darf in Deutschland bleiben Eine Recherche des Spiegel beleuchtet die Rolle eines Mannes, der in Deutschland lebt, Geschäfte betreibt – und zugleich als enger Vertrauter von Putins Bluthund, dem tschetschenischen Machthabers Ramsan Kadyrow, gilt. Die Rede ist von Khuseyn Agaev."
media-frame-37ba07d2d591fe04,37ba07d2d591fe04,4560,Nius,Aus „humanitären Gründen“: Vertreter von Putins Bluthund Kadyrow darf in Deutschland bleiben,Spiegel,2,1,1,"Besonders sensibel ist sein wirtschaftliches Umfeld. Nach Recherchen des Spiegel und der Plattform The Insider ist Agaev oder sein Umfeld an Sicherheits- und Logistikfirmen beteiligt. Einige dieser Unternehmen operieren in Bereichen, die aus Sicht von Verfassungsschützern besonders anfällig für Ausspähung sind – etwa an logistischen Knotenpunkten."
media-frame-d27b4941112c8e6f,d27b4941112c8e6f,4564,Nius,Zeitenwende ohne Debatte: Deutschlands Experten-Desaster braucht eine Aufarbeitung ,ÖRR,1,1,1,"Ist es schon eine Lüge, wenn man einen ausgewählten Bruchteil der Wirklichkeit präsentiert? Roderich Kiesewetter zu Gast bei „Maischberger“ ## Der Knackpunkt liegt im Eliten-Dschungel aus Leitmedien und Universitäten Der Problembeschreibung ist damit Genüge getan, und wer der Darstellung keinen Glauben schenkt, der kann noch einmal die vom ÖRR und der bundeseigenen „Bundeszentrale für politische Bildung“ selbst in Auftrag gegebenen Untersuchungen konsultieren. Die eigentliche Frage lautet nun also: Wie kommen wir da heraus?"
media-frame-5221a2f62d81edf3,5221a2f62d81edf3,4564,Nius,Zeitenwende ohne Debatte: Deutschlands Experten-Desaster braucht eine Aufarbeitung ,ÖRR,2,1,1,"Dazu kommt die Sorge um die bürgerliche Existenz, die von den sozialen Kreisen, in denen man verkehrt, ebenso abhängt wie von tatsächlichen Repressionen durch den Staatsapparat. Wer sich anschickt, als ÖRR-Journalist ein breiteres Bild zu zeichnen, wird schnell gemaßregelt. Wem es dennoch gelingt, sich beruflich zu etablieren, muss mit soziokulturellen Sanktionen rechnen."
media-frame-c592c52a84a3cb7f,c592c52a84a3cb7f,4564,Nius,Zeitenwende ohne Debatte: Deutschlands Experten-Desaster braucht eine Aufarbeitung ,ÖRR,3,1,1,"Immerhin, das muss man den liberalen Lieblingen lassen, auch sie mahnen ihren politischen Mäzenen gegenüber ständig an, dass die Pferdestärken in den eigenen Kasernen zur Erreichung der hehren Ziele nicht ausreichen. Der Schlüssel zu einer Aufarbeitung und zu einer „Zeitenwende“ im sicherheitspolitischen Diskurs liegt in einem ersten Schritt darin, im ÖRR ­– der allen gehört ­– wieder mehr kritische Stimmen renommierter Experten zuzulassen. Viel zu selten müssen sich die Handverlesenen auf Augenhöhe mit Kollegen öffentlich auseinandersetzen, sondern sie können allgemeinpolitisch gebildete Moderatoren und die das Klatschvolk im Studiopublikum mit (zuweilen falsch verwendeten) Fachbegriffen verzaubern."
media-frame-97e59889c362f3ff,97e59889c362f3ff,4567,Nius,Brosius-Gersdorf über ihre Nichtwahl zur Verfassungsrichterin: „Das war schon ein Angriff auf die liberale Demokratie!“,Markus Lanz,1,1,1,"Brosius-Gersdorf über ihre Nichtwahl zur Verfassungsrichterin: „Das war schon ein Angriff auf die liberale Demokratie!“. # Brosius-Gersdorf über ihre Nichtwahl zur Verfassungsrichterin: „Das war schon ein Angriff auf die liberale Demokratie!“ Woran lag es, dass Frauke Brosius-Gersdorf nicht zur Verfassungsrichterin gewählt wurde? Als Markus Lanz der Juristin am Mittwochabend in seiner Sendung diese Frage stellt, hat die Juristin eine klare Antwort. „Das war halt ein wirkmächtiges Zusammenwirken verschiedener Kampagnen, verschiedener Kreise“, behauptet die Doch-nicht-Verfassungsrichterin."
media-frame-3431275f40d61564,3431275f40d61564,4567,Nius,Brosius-Gersdorf über ihre Nichtwahl zur Verfassungsrichterin: „Das war schon ein Angriff auf die liberale Demokratie!“,Markus Lanz,2,1,1,"So habe der Thinktank Polisphere rausgearbeitet, „dass man schon versucht hat, von verschiedener Seite eine Wahl zu verhindern, noch bevor die Namen überhaupt publik waren“. Sehen Sie hier, Brosius-Gersdorfs Antwort auf die Frage von Lanz: ## „Da geht es nicht um Gewissensentscheidungen“ Die Juristin kritisiert: „Da hat man meine wissenschaftlichen Themen getestet, hat geschaut, welches Thema verfängt am besten. Erst hat man es mit dem AfD-Parteiverbot versucht, dann mit dem Schwangerschaftsabbruch."
